Source,Indicator,Country,Administrative level,Year,Value ,Category,valuetype
Household Survey Indicators,Early school dropout rate,Honduras,National,2014,0.543543233,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2014,0.951349253,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2014,0.473269143,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2014,0.219017798,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2014,0.286744716,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2015,0.847831702,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2015,0.429180365,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2015,0.519714821,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2015,0.953543272,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2015,0.529157005,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2015,0.239231163,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2015,0.269573593,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2016,0.843812342,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2016,0.43548199,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2016,0.510440142,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2016,0.952190048,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2016,0.539012875,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2016,0.238094177,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2016,0.278164765,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2017,0.805733052,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2017,0.368074066,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2017,0.562201774,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2017,0.945858538,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2017,0.491561798,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2017,0.214375522,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2017,0.277161491,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2018,0.869138942,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2018,0.383884777,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2018,0.536672232,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2018,0.931448747,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2018,0.513953033,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2018,0.222652171,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2018,0.268246446,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2019,0.871618387,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2019,0.41466017,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2019,0.532854177,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2019,0.778936348,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2019,0.46743398,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2019,0.197993169,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2019,0.31607698,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2021,1,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2022,0.877204643,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2022,0.521662776,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2022,0.440240187,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2022,0.934912396,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2022,0.561807469,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2022,0.188428781,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2022,0.312402256,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2023,0.850756341,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2023,0.441081784,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2023,0.52809289,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2023,0.94601169,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2023,0.521097303,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2023,0.206567657,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2023,0.31515244,Total,pct
Household Survey Indicators,Completion rate in primary education,Honduras,National,2024,0.879185561,Total,pct
Household Survey Indicators,Completion rate in secondary education,Honduras,National,2024,0.487299208,Total,pct
Household Survey Indicators,Early school dropout rate,Honduras,National,2024,0.498613756,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Honduras,National,2024,0.933708366,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Honduras,National,2024,0.553667531,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Honduras,National,2024,0.227954693,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Honduras,National,2024,0.30205437,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2006,0.995783132,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2006,0.781663849,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2007,0.99908707,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2007,0.803756825,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2008,0.998233569,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2008,0.816684468,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2009,0.995962995,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2009,0.824592375,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2010,0.996930838,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2010,0.815420911,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2012,0.998893651,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2012,0.869315387,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2013,0.996696803,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2013,0.856300564,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2014,0.995394455,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2014,0.862373138,Total,pct
Household Survey Indicators,Completion rate in primary education,Jamaica,National,2016,0.995158619,Total,pct
Household Survey Indicators,Completion rate in secondary education,Jamaica,National,2016,0.84603906,Total,pct
