indicator,Tipo de informe,Sexo,País__ESTANDAR,Años__ESTANDAR,value,unit,notes_ids,source_id
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2002,16.11,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2003,17.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2004,17.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2005,17.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2006,17.33,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2007,19.66,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2008,19.66,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2009,19.66,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2010,19.66,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2011,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2012,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2013,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2014,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2015,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2016,20.77,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2017,26.84,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2018,26.84,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2019,26.84,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2020,27.89,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2021,27.89,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2022,27.89,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2023,27.89,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2024,27.89,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,República Dominicana,2025,36.84,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2000,17.36,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2001,14.63,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2002,14.63,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2003,16.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2004,16.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2005,16.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2006,16.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2007,25.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2008,25.00,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2009,27.63,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2010,32.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2011,32.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2012,32.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2013,32.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2014,41.61,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2015,41.61,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2016,41.61,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2017,41.61,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2018,37.96,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2019,37.96,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2020,39.42,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2021,39.42,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2022,38.69,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2023,38.69,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2024,43.07,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Ecuador,2025,43.07,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2000,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2001,9.52,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2002,9.52,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2003,9.52,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2004,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2005,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2006,10.71,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2007,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2008,16.67,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2009,19.05,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2010,19.05,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2011,19.05,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2012,19.05,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2013,26.19,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2014,26.19,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2015,27.38,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2016,32.14,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2017,32.14,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2018,32.14,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2019,30.95,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2020,33.33,Porcentaje,9824,5018
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2021,33.33,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2022,27.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2023,27.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2024,27.38,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,El Salvador,2025,31.67,Porcentaje,10767,5414
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2000,5.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2001,5.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2002,5.26,Porcentaje,8977,3666
Proporción de escaños ocupados por mujeres en los parlamentos nacionales (en porcentajes del número total de escaños) SG_GEN_PARL,Global,Mujer,Antigua y Barbuda,2003,5.26,Porcentaje,8977,3666
